invoice_no,customer_id,category,product_name,quantity,price,payment_method,invoice_date,shopping_mall,discount,email,gender,age,city,total_amount
INV05575,CUST1894,Clothing,Kids' T-Shirt,11,453.67,UPI,2023-11-04,JC Brothers Shopping Complex,40.26,rajesh.setty@yahoo.com,Male,29,Badvel,2981.25
INV05576,CUST1836,Groceries,Basmati Rice (5kg),1,644.13,UPI,2023-04-02,PSR Shopping Mall,47.14,savitri.pandey@outlook.com,Female,45,Kadapa,340.49
INV05577,CUST0674,Beauty,L'Oreal Hair Color,1,578.43,UPI,2022-05-06,PSR Shopping Mall,37.03,sravani.pillai@kakinada.edu.in,Female,40,Proddatur,364.24
INV05578,CUST1103,Clothing,Designer Blouse,2,1611.49,UPI,2022-03-29,Proddatur Central Mall,9.87,rani.devi@yahoo.com,Female,57,Proddatur,2904.87
INV05579,CUST1765,Groceries,Sunflower Oil (5L),4,919.34,Cash,2022-03-19,Sri Lakshmi Shopping Mall,20.77,vijaya.setty@hotmail.com,Female,28,Kamalapuram,2913.57
INV05580,CUST1083,Clothing,Cotton Dhoti,2,708.66,Cash,2023-03-11,PSR Shopping Mall,27.28,pavan.suryanarayana@apcob.org,Male,36,Kadapa,1030.68
INV05581,CUST0700,Beauty,L'Oreal Hair Color,10,586.15,Debit Card,2023-05-07,Proddatur Central Mall,36.83,devi.iyer@apsrtc.gov.in,Female,38,Rajampet,3702.71
INV05582,CUST1876,Groceries,Toor Dal (2kg),1,262.6,Credit Card,2022-11-16,SVR Mall,24.7,saraswati.singh@outlook.com,Female,40,Proddatur,197.74
INV05583,CUST0834,Electronics,Mi Power Bank,4,923.0,UPI,2023-03-10,JC Brothers Shopping Complex,42.11,lakshmi.devi@proddaturmail.com,Female,28,Proddatur,2137.3
INV05584,CUST1982,Home & Kitchen,Clay Cookware Set,5,1690.38,Debit Card,2023-06-16,JC Brothers Shopping Complex,7.05,manoj.choudhary@gmail.com,Male,52,Kadapa,7856.04
INV05585,CUST1570,Clothing,Lehenga,6,9972.7,UPI,2023-12-10,Sri Lakshmi Shopping Mall,29.88,vamsi.gopal@andhramail.com,Male,37,Proddatur,41957.14
INV05586,CUST0296,Clothing,Women's Saree,1,2947.58,UPI,2023-09-28,JC Brothers Shopping Complex,22.07,krishna.kondaiah@yahoo.com,Male,39,Kadapa,2297.05
INV05587,CUST1508,Sports,Fitness Dumbbells,2,2248.46,UPI,2022-05-12,Sri Lakshmi Shopping Mall,40.91,sunita.kondaiah@apsrtc.gov.in,Female,40,Proddatur,2657.23
INV05588,CUST0678,Beauty,Nivea Skin Cream,1,497.56,Paytm,2022-12-21,SVR Mall,42.87,krishna.srinivasulu@yahoo.com,Male,35,Proddatur,284.26
INV05589,CUST0658,Beauty,Ayurvedic Face Pack,1,279.49,Credit Card,2022-04-26,Sri Lakshmi Shopping Mall,4.6,murali.hegde@rediffmail.com,Male,34,Proddatur,266.63
INV05590,CUST0181,Beauty,L'Oreal Hair Color,5,728.11,Paytm,2023-04-07,SVR Mall,32.66,vamsi.ramakrishna@apcob.org,Male,33,Rayachoti,2451.55
INV05591,CUST1469,Beauty,Himalaya Face Wash,1,181.43,Debit Card,2022-07-22,JC Brothers Shopping Complex,39.67,harish.babu@outlook.com,Male,56,Proddatur,109.46
INV05592,CUST1646,Clothing,Churidar Set,2,1644.28,UPI,2022-11-17,JC Brothers Shopping Complex,44.49,sekhar.yadav@gmail.com,Male,49,Proddatur,1825.48
INV05593,CUST0243,Beauty,Ayurvedic Face Pack,4,335.69,Cash,2022-01-09,Proddatur Central Mall,34.72,srikanth.narayan@kakinada.edu.in,Male,60,Proddatur,876.55
INV05594,CUST0709,Clothing,Kids' T-Shirt,3,468.65,Debit Card,2022-04-01,JC Brothers Shopping Complex,15.0,radha.kumar@outlook.com,Female,31,Proddatur,1195.06
INV05595,CUST0446,Clothing,Readymade Salwar,2,2177.53,Cash,2023-09-03,PSR Shopping Mall,30.27,vijaya.sharma@kakinada.edu.in,Female,63,Kadapa,3036.78
INV05596,CUST1198,Clothing,Women's Saree,1,6068.73,Debit Card,2023-04-28,SVR Mall,24.0,kavita.hegde@apcob.org,Female,66,Proddatur,4612.23
INV05597,CUST0823,Home & Kitchen,Clay Cookware Set,3,1827.79,UPI,2023-11-05,JC Brothers Shopping Complex,9.33,sekhar.kumar@proddaturmail.com,Male,33,Kamalapuram,4971.77
INV05598,CUST1698,Electronics,Crompton Ceiling Fan,4,2082.53,UPI,2022-08-10,PSR Shopping Mall,45.72,praveen.gopal@kakinada.edu.in,Male,27,Proddatur,4521.59
INV05599,CUST1588,Groceries,Britannia Biscuits Pack,2,168.65,UPI,2023-04-28,SVR Mall,49.16,murali.naidu@outlook.com,Male,35,Proddatur,171.48
INV05600,CUST1220,Clothing,Kurta Pajama,1,2474.46,UPI,2023-03-20,SVR Mall,15.6,sudha.yadav@andhramail.com,Female,31,Proddatur,2088.44
INV05601,CUST1070,Beauty,Lakme Lipstick,1,630.85,UPI,2023-06-04,Proddatur Central Mall,46.54,venu.naidu@proddaturmail.com,Male,32,Jammalamadugu,337.25
INV05602,CUST1740,Beauty,Forest Essentials Cream,3,1477.44,Debit Card,2023-02-27,Sri Lakshmi Shopping Mall,31.69,nirmala.singh@proddaturmail.com,Female,36,Kamalapuram,3027.72
INV05603,CUST1872,Clothing,Readymade Salwar,1,1589.05,Cash,2022-10-09,Sri Lakshmi Shopping Mall,30.8,savitri.iyer@proddaturmail.com,Female,30,Kadapa,1099.62
INV05604,CUST1014,Groceries,Toor Dal (2kg),1,276.64,UPI,2022-04-02,JC Brothers Shopping Complex,13.13,rao.goud@apcob.org,Male,23,Proddatur,240.32
INV05605,CUST0374,Electronics,Mi Power Bank,3,1449.79,Credit Card,2022-02-21,Proddatur Central Mall,8.47,jaya.naidu@yahoo.com,Female,46,Badvel,3980.98
INV05606,CUST0030,Groceries,Sunflower Oil (5L),1,828.32,UPI,2023-05-30,Proddatur Central Mall,46.55,sridevi.prasad@gmail.com,Female,23,Proddatur,442.74
INV05607,CUST1149,Groceries,Basmati Rice (5kg),1,676.26,Credit Card,2023-08-30,Sri Lakshmi Shopping Mall,41.03,naga.devi@gmail.com,Male,55,Proddatur,398.79
INV05608,CUST1893,Electronics,Samsung Galaxy M32,4,15124.02,Credit Card,2022-04-18,JC Brothers Shopping Complex,47.53,nirmala.gowda@rediffmail.com,Female,52,Proddatur,31742.29
INV05609,CUST0844,Electronics,Bajaj Induction Cooker,6,4470.21,Debit Card,2023-09-29,Sri Lakshmi Shopping Mall,21.29,sravani.singh@apsrtc.gov.in,Female,65,Kadapa,21111.01
INV05610,CUST0208,Footwear,Woodland Boots,1,2068.87,UPI,2023-10-06,Sri Lakshmi Shopping Mall,11.87,sridevi.prakash@gmail.com,Female,45,Kadapa,1823.3
INV05611,CUST1193,Beauty,Ayurvedic Face Pack,3,488.75,Cash,2022-01-07,SVR Mall,34.85,murali.prasad@andhramail.com,Male,34,Proddatur,955.26
INV05612,CUST0290,Clothing,Churidar Set,12,1472.56,UPI,2022-01-18,Proddatur Central Mall,43.46,anitha.agarwal@yahoo.com,Female,42,Kadapa,9991.03
INV05613,CUST1199,Clothing,Lehenga,3,5948.8,UPI,2023-03-03,Sri Lakshmi Shopping Mall,9.8,srikanth.hegde@gmail.com,Male,49,Kadapa,16097.45
INV05614,CUST1392,Jewelry,Traditional Maang Tikka,3,766.06,Credit Card,2022-05-03,SVR Mall,16.62,jaya.naidu@outlook.com,Female,25,Proddatur,1916.22
INV05615,CUST0352,Groceries,Nandini Ghee (1L),2,619.05,Credit Card,2022-05-14,SVR Mall,48.44,madhavi.raju@apcob.org,Female,55,Pulivendla,638.36
INV05616,CUST0464,Clothing,Women's Saree,3,3027.13,Debit Card,2023-11-05,PSR Shopping Mall,14.64,sridevi.reddy@hotmail.com,Female,42,Rajampet,7751.87
INV05617,CUST1802,Footwear,Rubber Flip Flops,3,182.21,Cash,2022-11-21,SVR Mall,45.44,surya.kondaiah@kakinada.edu.in,Male,49,Proddatur,298.24
INV05618,CUST0947,Groceries,Basmati Rice (5kg),7,735.85,Credit Card,2022-11-06,Sri Lakshmi Shopping Mall,1.25,sunil.sastry@andhramail.com,Male,27,Proddatur,5086.56
INV05619,CUST0756,Electronics,Sony Home Theatre,1,15203.88,UPI,2022-03-18,Proddatur Central Mall,37.82,kalyan.naidu@hotmail.com,Male,52,Proddatur,9453.77
INV05620,CUST0217,Clothing,Cotton Dhoti,8,545.99,Debit Card,2023-03-03,Proddatur Central Mall,30.42,madhavi.yadav@apcob.org,Female,33,Proddatur,3039.2
INV05621,CUST0391,Electronics,Havells Water Heater,4,5971.61,UPI,2023-11-02,SVR Mall,6.3,rani.iyer@apcob.org,Female,70,Kamalapuram,22381.59
INV05622,CUST1048,Clothing,Women's Saree,4,3915.49,Cash,2023-02-28,Sri Lakshmi Shopping Mall,16.74,madhu.venkateswarlu@gmail.com,Male,22,Kadapa,13040.15
INV05623,CUST0324,Clothing,Lehenga,5,9721.85,Paytm,2023-01-03,SVR Mall,37.25,ramesh.shastri@andhramail.com,Male,32,Proddatur,30502.3
INV05624,CUST0888,Home & Kitchen,Plastic Storage Containers,11,788.12,Paytm,2023-07-14,Sri Lakshmi Shopping Mall,34.42,rani.raju@andhramail.com,Female,30,Proddatur,5685.34
INV05625,CUST1717,Sports,Fitness Dumbbells,3,1064.82,Credit Card,2022-11-04,JC Brothers Shopping Complex,20.59,naveen.gupta@kakinada.edu.in,Male,24,Proddatur,2536.72
INV05626,CUST1429,Electronics,OnePlus Nord CE 2,2,28098.93,UPI,2022-11-27,JC Brothers Shopping Complex,28.51,murali.srinivasulu@kakinada.edu.in,Male,44,Proddatur,40175.85
INV05627,CUST1611,Beauty,Biotique Face Scrub,1,389.18,Cash,2022-02-02,Sri Lakshmi Shopping Mall,33.61,meena.devi@rediffmail.com,Female,57,Proddatur,258.38
INV05628,CUST0642,Jewelry,Silver Toe Rings,3,281.94,UPI,2022-03-24,Sri Lakshmi Shopping Mall,9.95,prasad.choudhary@proddaturmail.com,Male,33,Proddatur,761.66
INV05629,CUST0761,Groceries,Horlicks (500g),7,257.36,Cash,2022-08-29,PSR Shopping Mall,19.82,narayana.gupta@gmail.com,Male,28,Proddatur,1444.46
INV05630,CUST1829,Home & Kitchen,Wooden Cutting Board,2,733.69,UPI,2023-03-28,SVR Mall,49.2,jaya.choudhary@proddaturmail.com,Female,52,Pulivendla,745.43
INV05631,CUST1476,Home & Kitchen,Designer Curtains,2,2826.61,UPI,2022-12-07,Proddatur Central Mall,35.81,kalyan.pandey@outlook.com,Male,45,Badvel,3628.8
INV05632,CUST1849,Electronics,Havells Water Heater,1,4056.04,Debit Card,2023-09-13,SVR Mall,49.83,sarita.setty@apsrtc.gov.in,Female,57,Jammalamadugu,2034.92
INV05633,CUST0597,Sports,Table Tennis Racket,1,1118.93,Cash,2023-08-25,JC Brothers Shopping Complex,39.39,subba.hegde@apcob.org,Male,45,Proddatur,678.18
INV05634,CUST1881,Groceries,Basmati Rice (5kg),2,682.62,Debit Card,2023-05-11,Proddatur Central Mall,40.94,pavan.devi@andhramail.com,Male,46,Proddatur,806.31
INV05635,CUST0345,Clothing,Silk Pattu Saree,1,12072.39,UPI,2023-05-05,JC Brothers Shopping Complex,37.58,priya.gupta@apcob.org,Female,35,Proddatur,7535.59
INV05636,CUST1158,Beauty,L'Oreal Hair Color,2,783.44,Debit Card,2023-07-20,Proddatur Central Mall,34.39,suresh.nayak@kakinada.edu.in,Male,57,Proddatur,1028.03
INV05637,CUST1555,Clothing,Kurta Pajama,5,1780.75,UPI,2023-12-10,Proddatur Central Mall,47.37,sravani.kumar@outlook.com,Female,30,Yerraguntla,4686.04
INV05638,CUST1674,Footwear,Rubber Flip Flops,1,237.27,Paytm,2022-09-20,Sri Lakshmi Shopping Mall,32.69,srikanth.singh@hotmail.com,Male,52,Proddatur,159.71
INV05639,CUST0447,Clothing,Women's Saree,10,5098.09,Cash,2022-11-24,PSR Shopping Mall,12.14,padma.prasad@hotmail.com,Female,69,Proddatur,44791.82
INV05640,CUST1459,Groceries,Aashirvaad Atta (10kg),7,400.24,Debit Card,2022-03-18,JC Brothers Shopping Complex,48.42,satish.ramakrishna@proddaturmail.com,Male,30,Yerraguntla,1445.11
INV05641,CUST1221,Home & Kitchen,Milton Flask Set,1,1306.61,Cash,2022-11-08,Proddatur Central Mall,38.55,krishna.reddy@kakinada.edu.in,Male,63,Proddatur,802.91
INV05642,CUST1660,Electronics,OnePlus Nord CE 2,1,24050.36,UPI,2023-11-13,JC Brothers Shopping Complex,36.26,padma.narayan@andhramail.com,Female,37,Proddatur,15329.7
INV05643,CUST0374,Electronics,Philips Mixer Grinder,1,4249.3,UPI,2022-06-19,JC Brothers Shopping Complex,19.26,jaya.naidu@yahoo.com,Female,46,Badvel,3430.88
INV05644,CUST1773,Clothing,Kurta Pajama,1,1151.69,Paytm,2023-03-18,SVR Mall,7.77,murali.rao@hotmail.com,Male,58,Proddatur,1062.2
INV05645,CUST0417,Electronics,OnePlus Nord CE 2,2,29468.49,UPI,2023-07-10,Proddatur Central Mall,2.93,sudha.reddy@proddaturmail.com,Female,32,Yerraguntla,57210.13
INV05646,CUST0785,Electronics,Havells Water Heater,3,5022.99,Debit Card,2022-05-05,Sri Lakshmi Shopping Mall,24.81,lakshmi.achary@andhramail.com,Female,29,Mydukur,11330.36
INV05647,CUST0096,Jewelry,Pearl Necklace,2,2545.32,UPI,2022-04-09,Sri Lakshmi Shopping Mall,11.71,kavita.narayan@kakinada.edu.in,Female,38,Pulivendla,4494.53
INV05648,CUST0665,Electronics,Crompton Ceiling Fan,2,2892.12,Credit Card,2023-09-06,Sri Lakshmi Shopping Mall,6.78,savitri.sastry@andhramail.com,Female,26,Jammalamadugu,5392.07
INV05649,CUST1794,Clothing,Cotton Dhoti,4,898.12,Debit Card,2022-05-15,Sri Lakshmi Shopping Mall,28.18,rani.reddy@yahoo.com,Female,46,Kamalapuram,2580.12
INV05650,CUST0591,Clothing,Kids' T-Shirt,2,654.8,Credit Card,2022-01-02,Sri Lakshmi Shopping Mall,10.96,reddy.rao@andhramail.com,Male,27,Pulivendla,1166.07
INV05651,CUST0086,Groceries,Kellogg's Corn Flakes,1,220.47,Paytm,2023-03-06,PSR Shopping Mall,18.43,latha.pandey@kakinada.edu.in,Female,33,Proddatur,179.84
INV05652,CUST0289,Clothing,Designer Blouse,1,1617.77,Paytm,2022-09-09,PSR Shopping Mall,39.94,naveen.kondaiah@rediffmail.com,Male,32,Jammalamadugu,971.63
INV05653,CUST1028,Electronics,Bajaj Induction Cooker,1,3722.53,Cash,2023-06-02,Proddatur Central Mall,14.08,sujana.agarwal@outlook.com,Female,55,Kadapa,3198.4
INV05654,CUST0370,Clothing,Silk Pattu Saree,1,8957.59,UPI,2023-06-02,Proddatur Central Mall,30.14,siva.murthy@apsrtc.gov.in,Male,24,Proddatur,6257.77
INV05655,CUST0842,Home & Kitchen,Wooden Cutting Board,2,689.35,Cash,2023-06-09,JC Brothers Shopping Complex,0.68,sujatha.choudhary@yahoo.com,Female,45,Proddatur,1369.32
INV05656,CUST0220,Groceries,MTR Masala Pack,1,332.36,Debit Card,2022-01-08,Proddatur Central Mall,32.05,subba.raju@kakinada.edu.in,Male,55,Kadapa,225.84
INV05657,CUST0986,Clothing,Silk Pattu Saree,5,12377.55,Cash,2023-02-11,PSR Shopping Mall,4.29,narayana.varma@andhramail.com,Male,39,Proddatur,59232.77
INV05658,CUST0629,Groceries,Sunflower Oil (5L),2,1086.03,Debit Card,2022-07-09,Sri Lakshmi Shopping Mall,41.63,kalyan.yadav@proddaturmail.com,Male,23,Kadapa,1267.83
INV05659,CUST0605,Home & Kitchen,Wooden Cutting Board,1,554.47,Cash,2022-12-25,JC Brothers Shopping Complex,41.86,saraswati.achary@proddaturmail.com,Female,27,Proddatur,322.37
INV05660,CUST1798,Electronics,Sony Home Theatre,2,19679.79,Paytm,2022-12-14,JC Brothers Shopping Complex,17.86,vamsi.babu@yahoo.com,Male,25,Proddatur,32329.96
INV05661,CUST0561,Groceries,MTR Masala Pack,4,349.36,UPI,2022-06-21,PSR Shopping Mall,15.87,mohan.kondaiah@apcob.org,Male,47,Proddatur,1175.67
INV05662,CUST0445,Clothing,Kurta Pajama,4,1212.33,Debit Card,2022-07-23,Proddatur Central Mall,38.84,ganesh.goud@rediffmail.com,Male,53,Proddatur,2965.84
INV05663,CUST0507,Groceries,Toor Dal (2kg),6,252.25,UPI,2023-08-04,PSR Shopping Mall,7.75,narayana.rao@outlook.com,Male,59,Proddatur,1396.2
INV05664,CUST0331,Electronics,OnePlus Nord CE 2,1,27922.63,UPI,2022-06-26,Sri Lakshmi Shopping Mall,12.2,meena.agarwal@outlook.com,Female,34,Kadapa,24516.07
INV05665,CUST1975,Groceries,Nandini Ghee (1L),1,603.14,Paytm,2022-11-16,Sri Lakshmi Shopping Mall,5.56,sridevi.agarwal@apsrtc.gov.in,Female,32,Proddatur,569.61
INV05666,CUST0042,Electronics,Boat Headphones,3,1274.37,UPI,2022-10-25,Sri Lakshmi Shopping Mall,18.64,chandra.babu@apsrtc.gov.in,Male,39,Mydukur,3110.48
INV05667,CUST0408,Electronics,OnePlus Nord CE 2,2,25317.63,UPI,2022-05-22,Sri Lakshmi Shopping Mall,0.76,prasad.reddy@andhramail.com,Male,20,Rayachoti,50250.43
INV05668,CUST0532,Electronics,Bajaj Induction Cooker,8,3554.74,Debit Card,2022-10-16,PSR Shopping Mall,14.1,vijaya.naidu@proddaturmail.com,Female,74,Kadapa,24428.17
INV05669,CUST1900,Home & Kitchen,Prestige Pressure Cooker,6,3429.05,Credit Card,2023-05-30,SVR Mall,18.57,srinivas.gopal@andhramail.com,Male,51,Kamalapuram,16753.65
INV05670,CUST1052,Home & Kitchen,Copper Water Bottles,6,1472.62,Credit Card,2022-05-22,PSR Shopping Mall,1.18,jyothi.prasad@yahoo.com,Female,40,Proddatur,8731.46
INV05671,CUST1367,Home & Kitchen,Wooden Cutting Board,1,533.19,Credit Card,2022-02-24,SVR Mall,31.15,sujatha.rao@rediffmail.com,Female,48,Jammalamadugu,367.1
INV05672,CUST0964,Home & Kitchen,Plastic Storage Containers,1,961.92,Debit Card,2023-08-21,SVR Mall,34.79,sekhar.pandey@apcob.org,Male,35,Kadapa,627.27
INV05673,CUST0039,Home & Kitchen,Faber Chimney,6,8544.99,UPI,2023-03-23,PSR Shopping Mall,10.58,murali.gupta@andhramail.com,Male,46,Proddatur,45845.58
INV05674,CUST0417,Electronics,Bajaj Induction Cooker,1,4854.38,UPI,2023-12-09,PSR Shopping Mall,19.02,sudha.reddy@proddaturmail.com,Female,32,Yerraguntla,3931.08
INV05675,CUST0318,Electronics,Philips Mixer Grinder,6,3911.84,Paytm,2023-12-25,PSR Shopping Mall,25.3,durga.gopal@gmail.com,Female,28,Kadapa,17532.87
INV05676,CUST0920,Jewelry,Silver Toe Rings,5,545.43,UPI,2022-04-26,JC Brothers Shopping Complex,24.96,lalitha.prasad@gmail.com,Female,27,Rayachoti,2046.45
INV05677,CUST1712,Clothing,Men's Cotton Shirt,4,914.18,Cash,2023-10-13,PSR Shopping Mall,7.2,lalitha.raju@apcob.org,Female,24,Pulivendla,3393.44
INV05678,CUST0242,Home & Kitchen,Steel Dinner Set,1,1431.46,Paytm,2022-01-09,Proddatur Central Mall,34.98,rao.gupta@kakinada.edu.in,Male,64,Kadapa,930.74
INV05679,CUST0670,Home & Kitchen,Steel Dinner Set,6,1578.41,Cash,2022-08-30,Proddatur Central Mall,27.6,krishna.prasad@proddaturmail.com,Male,32,Rayachoti,6856.61
INV05680,CUST1710,Clothing,Women's Saree,6,4303.97,Cash,2022-08-06,PSR Shopping Mall,20.31,nirmala.agarwal@yahoo.com,Female,45,Proddatur,20579.0
INV05681,CUST1843,Home & Kitchen,Designer Curtains,10,2955.54,UPI,2022-11-11,SVR Mall,1.98,anitha.gupta@hotmail.com,Female,37,Jammalamadugu,28970.2
INV05682,CUST0647,Beauty,Dove Soap (Pack of 3),9,146.44,UPI,2023-06-24,JC Brothers Shopping Complex,3.4,sneha.varma@yahoo.com,Female,42,Proddatur,1273.15
INV05683,CUST0940,Groceries,Nandini Ghee (1L),3,525.68,Paytm,2023-05-21,PSR Shopping Mall,29.14,lalitha.yadav@apsrtc.gov.in,Female,42,Pulivendla,1117.49
INV05684,CUST1347,Electronics,Crompton Ceiling Fan,5,2903.67,UPI,2022-05-01,PSR Shopping Mall,25.79,krishna.suryanarayana@proddaturmail.com,Male,34,Kadapa,10774.07
INV05685,CUST1244,Clothing,Cotton Dhoti,4,835.04,UPI,2022-11-05,SVR Mall,36.2,sandhya.pillai@yahoo.com,Female,55,Pulivendla,2131.02
INV05686,CUST1187,Home & Kitchen,Faber Chimney,4,12978.83,Cash,2023-07-05,PSR Shopping Mall,37.04,manoj.babu@outlook.com,Male,46,Proddatur,32685.89
INV05687,CUST1961,Beauty,Biotique Face Scrub,2,361.74,Cash,2022-03-12,SVR Mall,24.84,anupama.nayak@kakinada.edu.in,Female,26,Badvel,543.77
INV05688,CUST0071,Clothing,Silk Pattu Saree,2,14406.08,Paytm,2023-11-18,PSR Shopping Mall,3.37,anitha.hegde@gmail.com,Female,50,Mydukur,27841.19
INV05689,CUST1721,Electronics,Bajaj Induction Cooker,8,3837.28,Cash,2023-06-26,JC Brothers Shopping Complex,3.02,naveen.kondaiah@hotmail.com,Male,27,Proddatur,29771.15
INV05690,CUST1288,Groceries,Toor Dal (2kg),3,277.62,Debit Card,2023-06-06,Proddatur Central Mall,46.86,madhu.gowda@gmail.com,Male,34,Proddatur,442.58
INV05691,CUST0678,Electronics,Samsung Galaxy M32,1,13146.37,Debit Card,2023-02-20,PSR Shopping Mall,26.94,krishna.srinivasulu@yahoo.com,Male,35,Proddatur,9604.74
INV05692,CUST0230,Clothing,Designer Blouse,3,706.43,UPI,2022-04-30,PSR Shopping Mall,3.39,reddy.reddy@rediffmail.com,Male,44,Mydukur,2047.45
INV05693,CUST0372,Home & Kitchen,Faber Chimney,1,13765.4,Credit Card,2023-03-28,PSR Shopping Mall,23.18,rani.yadav@apcob.org,Female,21,Jammalamadugu,10574.58
INV05694,CUST0280,Home & Kitchen,Clay Cookware Set,12,2050.39,UPI,2023-06-15,Proddatur Central Mall,23.14,vamsi.narayan@apsrtc.gov.in,Male,52,Proddatur,18911.16
INV05695,CUST0632,Home & Kitchen,Milton Flask Set,2,1248.41,Paytm,2023-10-20,Sri Lakshmi Shopping Mall,41.48,sarala.prakash@rediffmail.com,Female,58,Kadapa,1461.14
INV05696,CUST1343,Electronics,Crompton Ceiling Fan,1,2782.44,UPI,2022-11-22,JC Brothers Shopping Complex,6.05,babu.setty@apsrtc.gov.in,Male,56,Kadapa,2614.1
INV05697,CUST0734,Groceries,Telugu Pickles (1kg),1,268.7,Debit Card,2022-10-11,Sri Lakshmi Shopping Mall,21.91,latha.agarwal@hotmail.com,Female,40,Jammalamadugu,209.83
INV05698,CUST1252,Groceries,Aashirvaad Atta (10kg),8,447.62,UPI,2023-04-17,JC Brothers Shopping Complex,22.1,ramesh.prasad@outlook.com,Male,38,Proddatur,2789.57
INV05699,CUST1123,Home & Kitchen,Clay Cookware Set,4,2453.07,UPI,2023-10-09,PSR Shopping Mall,1.34,suresh.nayak@apcob.org,Male,56,Jammalamadugu,9680.8
INV05700,CUST0580,Clothing,Kurta Pajama,7,1156.49,Paytm,2022-07-20,SVR Mall,23.54,divya.raju@apsrtc.gov.in,Female,31,Proddatur,6189.77
INV05701,CUST0902,Clothing,Kids' T-Shirt,5,587.35,Debit Card,2022-06-29,Proddatur Central Mall,27.71,aparna.nayak@kakinada.edu.in,Female,22,Proddatur,2122.98
INV05702,CUST0189,Clothing,Lehenga,1,4735.44,Credit Card,2022-09-22,JC Brothers Shopping Complex,32.29,narayana.rao@apsrtc.gov.in,Male,40,Yerraguntla,3206.37
INV05703,CUST1239,Groceries,MTR Masala Pack,2,426.93,UPI,2022-04-18,PSR Shopping Mall,17.76,sneha.devi@apcob.org,Female,65,Kadapa,702.21
INV05704,CUST0218,Jewelry,Pearl Necklace,8,1648.08,Debit Card,2022-11-12,Proddatur Central Mall,15.39,praveen.setty@kakinada.edu.in,Male,49,Proddatur,11155.52
INV05705,CUST1652,Clothing,Kids' T-Shirt,1,325.64,Debit Card,2022-06-07,SVR Mall,3.64,krishna.suryanarayana@apcob.org,Male,32,Proddatur,313.79
INV05706,CUST1603,Clothing,Kids' T-Shirt,1,488.0,UPI,2023-02-20,Sri Lakshmi Shopping Mall,7.82,padma.agarwal@kakinada.edu.in,Female,30,Proddatur,449.84
INV05707,CUST0576,Groceries,Kellogg's Corn Flakes,1,185.65,Paytm,2022-10-13,PSR Shopping Mall,20.56,rani.varma@kakinada.edu.in,Female,63,Kadapa,147.48
INV05708,CUST1444,Electronics,Samsung Galaxy M32,3,14294.31,Paytm,2022-06-24,SVR Mall,49.57,padma.suryanarayana@gmail.com,Female,37,Mydukur,21625.86
INV05709,CUST0827,Electronics,Havells Water Heater,4,4780.51,Debit Card,2022-12-17,Sri Lakshmi Shopping Mall,8.97,babu.patil@gmail.com,Male,34,Proddatur,17406.79
INV05710,CUST1863,Home & Kitchen,Prestige Pressure Cooker,3,2293.92,Paytm,2023-03-09,Sri Lakshmi Shopping Mall,28.42,subba.sastry@kakinada.edu.in,Male,29,Yerraguntla,4925.96
INV05711,CUST1632,Home & Kitchen,Clay Cookware Set,4,2372.91,UPI,2023-11-21,JC Brothers Shopping Complex,25.99,lakshmi.devi@apsrtc.gov.in,Female,34,Proddatur,7024.76
INV05712,CUST0655,Clothing,Kurta Pajama,1,1870.56,UPI,2022-05-10,Sri Lakshmi Shopping Mall,13.22,meena.shastri@outlook.com,Female,36,Proddatur,1623.27
INV05713,CUST1661,Beauty,Maybelline Mascara,5,416.59,Debit Card,2022-02-04,Sri Lakshmi Shopping Mall,28.49,vijay.reddy@apcob.org,Male,42,Jammalamadugu,1489.52
INV05714,CUST1291,Clothing,Cotton Dhoti,2,471.89,UPI,2022-11-01,JC Brothers Shopping Complex,47.28,ravi.naidu@apsrtc.gov.in,Male,35,Jammalamadugu,497.56
INV05715,CUST1209,Home & Kitchen,Copper Water Bottles,9,952.04,Debit Card,2022-05-03,Proddatur Central Mall,30.11,aruna.choudhary@outlook.com,Female,31,Kadapa,5988.43
INV05716,CUST0753,Electronics,Crompton Ceiling Fan,2,2284.52,UPI,2023-08-14,JC Brothers Shopping Complex,17.68,rani.rao@gmail.com,Female,44,Proddatur,3761.23
INV05717,CUST0428,Beauty,Patanjali Hair Oil,11,234.82,Debit Card,2023-11-27,Sri Lakshmi Shopping Mall,8.97,sarala.prasad@apcob.org,Female,58,Pulivendla,2351.32
